id,name,text,trans
0000000000000,off,────,————
0000000000000,off,…………,…………
0000000000000,off,────…………,————…………
1026004020010,ルカ,……っ,……
1026004020020,ルカ,視線,视线
1026004020030,ルカ,…………,…………
0000000000000,スタッフ,再開しまーす！\n斑鳩さん、スタンバイお願いしまーす！,准备继续了！\n斑鸠小姐，麻烦就位！
1026004020040,ルカ,──,——
1026004020050,ルカ,ああ……,好……
1026004020060,ルカ,狙うような,被谁盯着
1026004020070,ルカ,……！,……！
0000000000000,スタッフ,……？\n斑鳩さん？　どうかされました？,……？\n斑鸠小姐？怎么了吗？
1026004020080,ルカ,──,——
1026004020090,ルカ,……悪い\nなんでもない,不好意思\n没什么
1026004020100,ルカ,……こっち？,……这里？
0000000000000,スタッフ,はい！,没问题！
0000000000000,プロデューサー,ルカ、今日はどうだった？,路加，今天感觉怎么样？
0000000000000,プロデューサー,これからも街ブラ企画の仕事って\n受けて平気そうかな,之后还有个游街节目\n你愿意接吗？
1026004020110,ルカ,…………,…………
1026004020120,ルカ,────誰かに見られてる気がする,————被人注视的异样感
1026004020130,ルカ,ワンマンの発表をした頃からずっと,自从公布个人巡演就从未平息
1026004020140,ルカ,ファンの熱心な視線でも、\nミーハーなヤツらの好奇心の塊みたいな視線でもない,既不像粉丝热情的关注\n也不像狂热追随者的注视
1026004020150,ルカ,もっと──何かを探るような\nこちらのボロを狙うような,而是像在——追根究底、紧逼着\n寻找我的破绽
1026004020160,ルカ,そんな、嫌な視線が,这种、恶心的视线
1026004020170,ルカ,（──────最近ずっと、まとわりついてる）,（——————最近一直没法摆脱）
1026004020180,ルカ,（……って、言うって？）,（……让我说出口？）
1026004020190,ルカ,……ありえないだろ,……绝对不可能
0000000000000,プロデューサー,え！？\n何かまずかったか！？　街ブラ──,欸！？\n路加原来这么讨厌游街——
1026004020200,ルカ,は──、……,哈——……
1026004020210,ルカ,……それは問題ない,……接吧，那边没问题
0000000000000,プロデューサー,そうか、よかった……！,这样啊，那太好了……！
0000000000000,プロデューサー,えっと……\nじゃあ、ありえないっていうのは──,嗯……\n那你刚才说绝对不可能是——
1026004020220,ルカ,……関係ねェよ,……跟你没关系
0000000000000,プロデューサー,了解……！,了解……！
1026004020230,ルカ,……,……
1026004020240,ルカ,下手に騒いで,惹来不必要的麻烦
1026004020250,ルカ,ケチがつくなんてありえない,被人揪出弱点——绝不可能
1026004020260,ルカ,（…………大事なライブだろ）,（…………这么重要的演出）
1026004020270,ルカ,（……誰かが絡んでこようが、無視すりゃいい）,（……不管谁来纠缠，都该无视掉）
1026004020280,ルカ,（私が気をつければ問題ない）,（加点小心就行了）
1026004020290,ルカ,（──まだ\nそういうレベルだ）,（——总归不过是低级把戏）
0000000000000,プロデューサー,……ルカ？,……路加？
1026004020300,ルカ,あ……？,啊……？
0000000000000,プロデューサー,──何かあったら、教えてくれよ？,——要是有什么心事，一定要告诉我哦？
1026004020310,ルカ,…………,…………
1026004020320,ルカ,何もない,没什么
1026004020330,ルカ,……けど、わかった,……不过，我记下了
0000000000000,プロデューサー,おう……！,好……！
info,produce_events/102600402.json,,
译者,煉金術式,,
