id,name,text,trans
3017024040010,あさひ,……,……
3017024040020,あさひ,あ、プロデューサーさん！,啊、是制作人！
0000000000000,プロデューサー,お、あさひ早かったな\n悪い、待たせて。何やってたんだ？,噢、朝日到得这么早啊\n抱歉，久等了吧。在干什么呢？
3017024040030,あさひ,マグネットネイルっす！\n磁石で絵が描けるんすよ,在做磁性美甲！\n现在是要用磁铁画画呢
0000000000000,プロデューサー,そうなのか、すごいな,这样啊，好神奇
3017024040040,あさひ,プロデューサーさんの爪にも\n描いていいっすか？,可以在制作人的指甲上\n也画一个吗？
0000000000000,プロデューサー,えっ！？　俺？,诶！？　我吗？
3017024040050,あさひ,だめっすか？,不行吗？
0000000000000,プロデューサー,えっ……いや……まあ……\nあさひがやりたいなら……,诶……那个……也不是……\n既然朝日想画……
3017024040060,あさひ,いいってことっすか？\nありがとっす～,可以吗？\n谢谢哦～
0000000000000,プロデューサー,おお、模様が動いている,哦哦、形状会动呢
3017024040070,あさひ,わたしが手に持ってるスティックが\n磁石なんすよ,我现在拿的这根\n其实是磁铁哦
0000000000000,プロデューサー,へえ、そうなのか──,嘿、原来如此──
3017024040080,あさひ,あ、動いちゃダメっす！,啊、不可以动啦！
0000000000000,プロデューサー,！　ごめん,！　抱歉
0000000000000,プロデューサー,……,……
0000000000000,プロデューサー,そういえば、この前ストレイライトが\nアンバサダーを務めたコスメ、好評みたいだぞ,对了，之前Straylight担任品牌大使的\n那款化妆品，听说大受好评哦
0000000000000,プロデューサー,ディレクターさんも、またストレイライトに\nお願いしたいって言ってるみたいでな,创意总监也说\n下次有机会还想拜托你们呢
3017024040090,あさひ,へー、そうなんすね,嘿、这样哦
3017024040100,あさひ,……この前の撮影\n最初はよくわかんなかったっす,……那次拍摄\n其实最开始还有点搞不懂
3017024040110,あさひ,『可愛い』と『クール』、反対のものは\nくっつかないのに、どうしてって思ったっす,『可爱』和『成熟』，明明是截然相反的意思\n为什么要把它们放在一起呢
3017024040120,あさひ,でも、コスメのイベントで\nマグネットネイルを見て気づいたんす,不过、我在美妆展会上\n看到了这个磁性美甲
3017024040130,あさひ,磁石は反対同士じゃなきゃくっつかないんすよ,磁铁就是非要异性才能吸在一起嘛
3017024040140,あさひ,世の中には反対だからくっつかないものも\n反対だからくっつくものも両方あるんす,世上有很多道不同不相为谋的\n也有很多道不同才相为谋的
3017024040150,あさひ,そうしたら、『どうして』がなくなって\n上手くできた気がするんすよ,意识到这点，疑问就消失了\n自然就能顺利拍好啦
0000000000000,プロデューサー,なるほどな……\nだから磁石って言ってたのか,原来如此……\n怪不得提起磁铁
0000000000000,プロデューサー,（そこから発想できるあさひはすごいけど、\n今回の撮影で何かを得られたならよかったな）,（朝日总能从新奇的角度理解问题啊\n不管怎样，有收获就再好不过了）
3017024040160,あさひ,プロデューサーさん、できたっす！\nあとは固めたらおしまいっす,制作人、画好啦！\n之后就等它干掉吧
0000000000000,プロデューサー,お、そうか\n……って、ハート？,哦、这样啊\n……话说、心形？
3017024040170,あさひ,あはは、初めて成功したっす～！,啊哈哈、头一次画成诶～！
info,produce_events/301702404.json,,
译者,煉金術式,,
