id,name,text,trans
0000000000000,プロデューサー,円香、現場まで少し長旅になりそうだから\n何かつまめるものでも買っていかないか？,圆香，到现场可能还有段路程\n不买点什么填填肚子的东西吗？
4901200620010,円香,大丈夫です、私は,不用了，我就
0000000000000,プロデューサー,そうか\nそれじゃあ俺だけでも何か買ってこようかな,这样啊\n那我自己买点什么回来好了
4901200620020,円香,チョコでよければどうぞ,巧克力也行的话，给
0000000000000,プロデューサー,え,诶
0000000000000,プロデューサー,……そうか\nありがとう、円香,……这样啊\n谢谢你，圆香
4901200620030,円香,いえ,没事
0000000000000,プロデューサー,それじゃあ、そこの自販機でコーヒーだけ買ってくるよ\n円香はどうする？,那我去那边的自动贩卖机买点咖啡\n圆香要什么？
4901200620040,円香,温かいミルクティーで,热的奶茶
0000000000000,プロデューサー,おう,噢
info,special_communications/490120062.json,,
译者,魚見,,
