id,name,text,trans
6028003040010,はるき,……プロデューサーさん\nもしかして、今、崖っぷちってやつですかねぇ,……制作人\n现在我应该就站在悬崖边上吧
0000000000000,プロデューサー,ま、まぁそうかもな\nこれで敗けたら終わりになるから……,嗯，或许吧\n毕竟再输掉就真的结束了……
6028003040020,はるき,……ふふ,……呵呵
0000000000000,プロデューサー,崖っぷちの割には、楽しそうだな？,……明明站在悬崖边上\n为什么阳希这么开心呢？
6028003040030,はるき,崖ということは眺めがよさそうだなって,我想既然是悬崖，那风景应该不错
6028003040040,はるき,空も、海もよく見渡せる────,天空、大海都能一览无余————
6028003040050,はるき,それに、わたしの手をつかんでくれてる人もいますから,而且，还有人紧紧抓着我的手
6028003040060,はるき,わたし、落ちたりしません,所以我不会掉下去的
0000000000000,プロデューサー,────ああ,————嗯
0000000000000,プロデューサー,絶対に、放さないよ,我绝对不会放开你
info,produce_events/602800304.json,,
译者,煉金術式,,
