id,name,text,trans
0000000000000,プロデューサー,腕、見せてくれるか？,能让我看看手腕吗？
1026004040010,ルカ,んな大事じゃ……,又没多大……
0000000000000,プロデューサー,頼むから……！,拜托了……！
1026004040020,ルカ,──,——
1026004040030,ルカ,……,……
0000000000000,プロデューサー,ありがとう,谢谢你
0000000000000,プロデューサー,痕とかには──なってないな\n……よかった……,看来——没留下伤呢\n……太好了……
1026004040040,ルカ,…………,…………
0000000000000,プロデューサー,飲み物用意するよ\n何かあったかい──ホットミルクでどうだ？,喝点什么吧\n来点热饮——热牛奶怎么样？
1026004040050,ルカ,……ああ,……嗯
0000000000000,プロデューサー,ブランケットもあるけど──,毛毯需要吗？我也拿过来——
1026004040060,ルカ,いい\nそんな大事じゃねェって言ってる,不用了\n都说了没多大事
0000000000000,プロデューサー,……わかった,……我知道了
1026004040070,ルカ,──、──……\n…………,──、──……\n…………
0000000000000,プロデューサー,出版社とは話をつけてくるから、安心してくれ,跟出版社那边交涉就交给我好了，放心吧
1026004040080,ルカ,……,……
0000000000000,プロデューサー,しかしなんだって急にあんな──,但他又是怎么抓住间隙的——
1026004040090,ルカ,……──,……——
1026004040100,ルカ,…………最近、視線を感じてた,…………最近，总能感到视线
0000000000000,プロデューサー,え……！？,欸……！？
1026004040110,ルカ,ワンマンのこと発表したあたりから\n……多分、あの男がついて回ってたんだと思う,自打公布个人巡演开始\n……说不定，他就盯上我了
0000000000000,プロデューサー,な──,什——
1026004040120,ルカ,関係者しか入れない場所では大丈夫だったし、\n……３人でいる時も変な感じはなかった,闲杂人等进不去的地方\n……还有跟她俩在一起时都没什么事
1026004040130,ルカ,そこは……安心していいと思う,只有这时……我才能松口气
1026004040140,ルカ,それ以外の時だけ──,除此以外，总是——
0000000000000,プロデューサー,──なんで黙ってたんだ……っ！,——为什么之前没告诉我啊……！
1026004040150,ルカ,！,！
0000000000000,プロデューサー,なんでそんな大事なこと……っ、一歩間違えば、\nもっと嫌な思いをしていたかもしれないんだぞ……！？,为什么这么大的事瞒着不说……\n要是有个万一，酿成更大的错该怎么办……！？
1026004040160,ルカ,……,……
0000000000000,プロデューサー,いや……！　違う、ごめん……！,不对……！是我的错，抱歉……！
0000000000000,プロデューサー,報告できるくらいの信頼関係を\n築けてなかったのが悪い……,都怪我没能争取到\n足以让你倾诉的信赖……
1026004040170,ルカ,それは──,那倒——
0000000000000,プロデューサー,すまなかった、ルカ……！,抱歉，路加……！
1026004040180,ルカ,……っ……,…………
1026004040190,ルカ,………………そうじゃねぇだろ,………………才不对吧
1026004040200,ルカ,……まだ言わなくていいと思った,……只是我自以为还没到说的时候
1026004040210,ルカ,……下手に騒ぎたくなかった,……只是因为不想惹火烧身
1026004040220,ルカ,変に気ィ遣われるのも、かばわれるのも,不想让别人费心，也不需要袒护
1026004040230,ルカ,騒いで、自分でネタ作って──\n……あることないこと書かれるかもしれないのも嫌だった,不想自乱阵脚，露出破绽——\n……不想被人杜撰有无
1026004040240,ルカ,だから……まだいい、って──,所以……我以为还没到说的时候——
0000000000000,プロデューサー,──,——
1026004040250,ルカ,……報告しておくべきだった,……我该提前说的
0000000000000,プロデューサー,そんなっ、ルカは悪く──,怎么会，不是路加的错——
1026004040260,ルカ,……,……
0000000000000,プロデューサー,────、そうか……わかった、ごめん\n今後はお互い気をつける……で、いいか……？,————嗯……我知道了，抱歉\n那我们之后都……多注意些吧……？
1026004040270,ルカ,……,……
0000000000000,プロデューサー,……ルカ,……路加
select,,……守れなくて\nごめんな,……很抱歉\n没能保护到你
select,,ルカが信じられる\n人になるから,我一定会\n争取到路加的信赖
select,,他に、嫌な思いは\nしなかったか？,他没动过其他手脚吧？
1026004040280,ルカ,は……,哈……
1026004040290,ルカ,…………,…………
1026004040300,ルカ,──……さっきのは,——……刚才不就
1026004040310,ルカ,……守ってんじゃねェのかよ……,……算是保护到我了么……
0000000000000,プロデューサー,え──,欸——
1026004040320,ルカ,さっきのヤツを追い払ったのはアンタだろ\n……十分仕事はしてんだろうが,不就是你把他赶走的么\n……够尽责了吧
0000000000000,プロデューサー,……！,……！
0000000000000,プロデューサー,だから、ちゃんと守らせてくれ,所以，请让我继续保护你吧
1026004040330,ルカ,……っ……,…………
1026004040340,ルカ,アンタ……\nそういうの絶対言わないとダメなわけ……,你这人……\n不说出来就憋得慌是吧……
0000000000000,プロデューサー,え……！？,欸……！？
1026004040350,ルカ,……\n信じられたいってのは……覚えとく,……\n想要我的信赖啊……我记住了
0000000000000,プロデューサー,！\nああ……！,！嗯……！
0000000000000,プロデューサー,ひとりで耐えてた間──,在我到之前——
1026004040360,ルカ,……してない,……没有了
0000000000000,プロデューサー,ならよかった……──,那就太好了……——
1026004040370,ルカ,……自分のことみてェな反応,……说得好像是你被骚扰了似的
0000000000000,プロデューサー,そりゃそうだろ、大事な担当アイドルなんだ,那还用说，对负责的偶像就该感同身受嘛
1026004040380,ルカ,……、はいはい……,……行了行了……
0000000000000,プロデューサー,本気だからな……！？,我可是认真的哦……！？
0000000000000,プロデューサー,……ありがとう,……谢谢你
0000000000000,プロデューサー,今日みたいなことは起こるべきじゃないけど──\nこうやって話してもらえるようになったのは、嬉しいんだ,虽然这次事故在意料之外——\n但能借此机会和路加好好聊聊，我很开心
0000000000000,プロデューサー,ルカが困った時に、助けられる存在になりたい,我想成为值得路加依靠的对象
1026004040390,ルカ,……,……
0000000000000,プロデューサー,だから聞かせてほしい。──これまでは、\n多分その方がいいんだろうって勝手に判断してたから,所以——为了今后考虑，请你告诉我吧\n我想这个问题是有必要的
0000000000000,プロデューサー,────八雲なみさんとの親子関係について,————你和八云菜实的亲子关系
1026004040400,ルカ,……,……
0000000000000,プロデューサー,２８３プロダクションに──どうしてほしい？,你希望283Pro——如何处理？
info,produce_events/102600404.json,,
译者,煉金術式,,
